9.999999999999980016e-01,7.317014054580550653e-02,7.427737812282902974e-02,1.903040629084146451e-01,2.139139862510008316e-01,4.601924619381742715e-02,2.048245655593125270e-01,1.238905513039412903e-01,1.166248403886827462e-01,3.690863375169956551e-01,1.694456274733130985e-01,1.411505776594770833e-01,2.064529426689387936e-01,1.725072150055085851e-01,2.328947863263148010e-01,2.452670136819363467e-01,1.822686198070718744e-01,1.057287034368104284e-01,2.072978693775361925e-01,2.394362338782791977e-01
7.317014054580550653e-02,9.999999999999980016e-01,1.628846728560390256e-01,1.211916003825870836e-01,1.879336906719209777e-01,9.953229242244840402e-02,2.150949373504058848e-01,9.202600210724989904e-02,1.943851820617983894e-01,6.039721400595827322e-02,1.228719527070933626e-01,1.674349580233968071e-01,2.115470022051184618e-01,4.222648208136823289e-01,1.689234082788461933e-01,1.271277857039692372e-01,1.463276046824315835e-01,2.525545095107465388e-01,2.069051549225606745e-01,1.483737003975697244e-01
7.427737812282902974e-02,1.628846728560390256e-01,9.999999999999973355e-01,1.314154203894589978e-01,1.577682847716325165e-01,1.176378052716804540e-01,1.937245332570111389e-01,2.388044226484855870e-01,1.811369752317725235e-01,1.513826215870680003e-01,1.942877246723871132e-01,9.620824698535712649e-02,1.864186454944082583e-01,1.561487754172085074e-01,1.144428697242275417e-01,7.956104964005343561e-02,2.080385375052963004e-01,1.251500106979554217e-01,1.281457010289420162e-01,9.449662855347995549e-02
1.903040629084146451e-01,1.211916003825870836e-01,1.314154203894589978e-01,9.999999999999968914e-01,1.189918858153450054e-01,3.235154772781917432e-02,1.222512051670823219e-01,1.710002511947481263e-01,8.404128239238149722e-02,1.673313958341572372e-01,9.694283973024356293e-02,1.952827567111655727e-01,2.048884106897309598e-01,8.824184276889698864e-02,1.050308458643851445e-01,8.427922730427737930e-02,2.233539533313294023e-01,1.403714604498304264e-01,9.480418920198765975e-02,9.458590116302886819e-02
2.139139862510008316e-01,1.879336906719209777e-01,1.577682847716325165e-01,1.189918858153450054e-01,9.999999999999973355e-01,7.940496769342834937e-02,3.128538636988822397e-01,1.074318313218777660e-01,2.001290342643706477e-01,5.371232630838328470e-01,3.359086611837376890e-01,3.240377985670599981e-01,5.463925743975507343e-01,4.223494432920271713e-01,3.369992862850269555e-01,2.655857719181186627e-01,4.521382477319068616e-01,2.172736519841960978e-01,3.192358011198396239e-01,4.675869610285846578e-01
4.601924619381742715e-02,9.953229242244840402e-02,1.176378052716804540e-01,3.235154772781917432e-02,7.940496769342834937e-02,9.999999999999973355e-01,5.401457280153924845e-02,6.875658514213996153e-02,1.279189106476945614e-01,8.612542761214025955e-02,1.954588306595308467e-01,8.362819833915922929e-02,5.925497349938537578e-02,9.241427979053352948e-02,1.110989249315982169e-01,1.285010119803126072e-01,3.852605819365423345e-02,5.666896293816960778e-02,6.320414744515132077e-02,5.356630977406950239e-02
2.048245655593125270e-01,2.150949373504058848e-01,1.937245332570111389e-01,1.222512051670823219e-01,3.128538636988822397e-01,5.401457280153924845e-02,9.999999999999973355e-01,1.381912010796931545e-01,2.499762444545121920e-01,2.415467870273932394e-01,1.990751709332058417e-01,3.173088197008399058e-01,4.347106335526723098e-01,3.110884689347881427e-01,2.017427592583365126e-01,1.803498794793968740e-01,3.639427739228106584e-01,4.428944529831714827e-01,1.880588381736112702e-01,4.099982680814646119e-01
1.238905513039412903e-01,9.202600210724989904e-02,2.388044226484855870e-01,1.710002511947481263e-01,1.074318313218777660e-01,6.875658514213996153e-02,1.381912010796931545e-01,9.999999999999973355e-01,1.366530300920618668e-01,1.618854678703260108e-01,9.071132925320021800e-02,6.059258686159930962e-02,1.162464338191151469e-01,9.369926499140759923e-02,7.152602953602565927e-02,1.162776657331717201e-01,1.613019640316871173e-01,8.504705600472173277e-02,1.007628710770823305e-01,1.269203091761904323e-01
1.166248403886827462e-01,1.943851820617983894e-01,1.811369752317725235e-01,8.404128239238149722e-02,2.001290342643706477e-01,1.279189106476945614e-01,2.499762444545121920e-01,1.366530300920618668e-01,9.999999999999973355e-01,1.886358441036650735e-01,3.744357558361072758e-01,1.568431549291898763e-01,1.937387448178185534e-01,3.545376968608789370e-01,2.055405365145790697e-01,2.246460489980035835e-01,1.560060025185476540e-01,2.444297270438963721e-01,1.780864711997584005e-01,2.019989012774208448e-01
3.690863375169956551e-01,6.039721400595827322e-02,1.513826215870680003e-01,1.673313958341572372e-01,5.371232630838328470e-01,8.612542761214025955e-02,2.415467870273932394e-01,1.618854678703260108e-01,1.886358441036650735e-01,9.999999999999971134e-01,4.067411745190460115e-01,1.802906893011562428e-01,4.260564966680031596e-01,3.712812877995674832e-01,2.897585369929581711e-01,2.657931767827063085e-01,3.290104582577063619e-01,1.503222691905872765e-01,5.001046997958970008e-01,2.804355814965360238e-01
