pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,label
1.962306506754734475e-02,5.334690004512251948e-02,1.778947986628006545e-02,1.530928182917737357e-02,5.073923236613887833e-02,-6.101643444333994248e-02,-6.776378020628201623e-04,4.543297148838051219e-02,0
8.262371177434718952e-03,5.142806968826320324e-02,4.032094866759836083e-02,1.117566549141142951e-01,-8.899639232022800439e-02,-2.379414267647316297e-02,-5.076684596272055400e-02,-1.201946200191612336e-02,0
1.842930010426634601e-03,-3.692662628714046824e-02,-4.762189626794496866e-02,1.259936470655871887e-01,6.272326425112709214e-02,-4.939728115030860706e-02,-4.589391216868873510e-03,-2.876691978341357897e-02,0
1.173315187186712433e-01,-1.027813434807633639e-02,3.725083474012991919e-02,9.643352559349595288e-03,3.748505030837125454e-03,2.296331621669364838e-03,4.806789279184776886e-02,-9.647086203340180660e-03,0
7.583778441774013945e-02,-3.411665155737713534e-02,-3.072238658806342865e-02,6.601878035476363427e-02,-5.283689848076145862e-02,3.577798048651960328e-02,-1.895222754526295489e-02,-9.937579491697101641e-02,0
1.104061902539734547e-01,1.673950768803939004e-01,5.176274057499619802e-02,2.336897269857906786e-02,2.066805505569465837e-02,1.487657086982909216e-01,-5.528107597487956666e-03,-4.675505404944477195e-02,0
4.532195900298372458e-03,-2.696076719484229861e-02,3.662381130340019997e-02,-1.080990598646896644e-01,-2.753230240633049858e-02,-4.276491179996755321e-02,1.064913849675156593e-01,6.804359319171002229e-02,0
2.891661851763143581e-02,1.415819565355674881e-01,-7.051194499938104321e-02,5.825095684475113667e-02,-5.906776214226975436e-02,1.981894172959448516e-02,2.151330207016828588e-02,3.720606423479679015e-02,0
2.088432715838586806e-02,8.151380850721824667e-02,3.605535566158361849e-02,-2.015214785783828871e-02,3.760577954151654578e-02,-5.053922346076687895e-03,1.237521643334514587e-02,-4.866069180538053901e-04,0
-3.369161900962556327e-02,4.124165085519700125e-02,-9.876532617956802762e-02,-7.236674089157385699e-03,-4.030666685366789126e-02,7.902904114795937518e-02,1.338311213082676310e-01,1.987249835231452016e-02,0
5.459560223113148897e-02,1.829109673373162381e-02,-4.596046989201192645e-02,6.352567080751480091e-03,-5.150368797940509114e-02,-1.499685657057942857e-02,-8.148227169594771460e-03,3.627480289202283936e-02,0
-1.488019226383789917e-01,-5.843324592211028568e-02,-3.201403490740744456e-02,-1.952564574512180616e-03,7.698910452897017587e-02,7.509275290983681746e-03,7.355194173344595243e-02,-3.442946602954475438e-02,0
7.292409804543949214e-02,-1.209432127120872724e-01,-4.325591826869532724e-02,-1.196768513237391196e-01,1.424153299388345763e-02,-6.887124607975521340e-02,-2.705200599472425138e-02,-9.077363087633624761e-02,0
-7.451377739329491379e-02,-7.587519352668163630e-02,-2.475894530478252309e-02,9.702279913079848994e-02,2.908528309141636728e-04,-2.090150135826939620e-02,-8.322702924517660092e-04,-4.897178050864540305e-03,0
-2.238409275341129642e-02,-7.954630268824529338e-03,2.400588918609641506e-02,-2.276308113049582064e-04,-6.331146526528810825e-02,-6.464242989066647238e-02,-6.839580715479438335e-03,-7.048207011573365266e-02,0
1.460343994242689070e-01,-1.017091438888521049e-01,6.471490444637160999e-02,6.465750484362309258e-02,-1.834394413663811840e-02,5.980031351375340865e-02,-3.277611184546683210e-02,1.798790586161420901e-02,0
-8.140698502234762490e-02,-7.965820909538655348e-02,2.716327205234818354e-02,-8.430406736705267634e-02,8.451818109606974369e-03,-1.272431544037906648e-02,3.199977812969075075e-02,8.510324099604280046e-02,0
1.871521466450876692e-01,-7.101237204460585008e-04,3.252312475399790626e-02,6.064614703781311122e-02,-3.430426859300488712e-02,-1.030623196504210637e-01,6.468217152003023773e-02,-9.462244935462804651e-02,0
-5.893267136637553479e-03,2.702049204911475752e-02,4.249511218085932213e-02,4.271452090286383813e-02,-5.653503087735326643e-02,1.479390946326429764e-02,-8.765819735215395203e-02,-5.479648425662300704e-03,0
-8.118421056909361222e-02,-1.737023736017478948e-02,6.307569001687907129e-02,1.898131988802234660e-02,-2.996453974324224390e-02,7.736532456450619100e-02,-2.775790555043522803e-02,2.114328671495835019e-03,0
-1.863923190065219226e-01,5.494125129800128682e-02,-1.641122559754979240e-02,-6.662466147995395327e-02,4.483607706915309493e-02,-9.593542308847576028e-02,1.593155790551950557e-02,1.198903680479402323e-01,0
2.311699592970594894e-02,9.914822159991547312e-02,1.077984064642104473e-01,-4.726710835823440260e-02,8.118661264368363939e-02,4.634793854342431768e-02,-7.941791142963404437e-02,1.366060394945600998e-01,0
4.805128717724030038e-03,1.412709669536814372e-01,-2.970616954185532552e-02,-9.967024689697588646e-03,5.512748576108227050e-02,-3.353525184330029968e-02,6.028749677939653634e-02,-6.060063407769122890e-02,0
7.661416369165394147e-02,-4.527424036522997852e-02,-1.257154553662295227e-01,5.004924956641836759e-02,-8.903034711615603891e-02,2.490593225406322660e-04,-8.580089169675899144e-03,-1.538676237963623183e-01,0
1.103575374521136541e-02,2.434734275826236916e-01,7.477829436129250495e-02,-6.011464139380617161e-02,3.772017579258710868e-02,-6.557020533235094484e-02,1.831204998441997994e-02,-4.461328500724247997e-02,0
6.672442454445810800e-02,-1.142380679645488978e-01,-1.630270327522333196e-02,-6.673436429485112877e-03,2.569506009394345591e-02,3.397166392601241869e-02,2.835293419073383128e-02,-7.039966885500476002e-02,0
-6.578298423766434921e-02,-3.160472457778766564e-02,1.017337824311196209e-01,-2.619517863417060444e-02,5.103843221785597101e-02,1.161006186499566502e-02,-4.967807518475059192e-02,-1.652731150206274147e-02,0
-1.576978483620596061e-02,8.615250687397840723e-02,-5.721628639422159796e-02,8.476379522896440588e-02,-2.287278220802720433e-02,-4.523334118690868627e-02,3.134659826690495282e-02,2.472827336628248204e-02,0
9.396919165241536531e-02,5.492814862671590442e-02,-9.153140650201672945e-02,1.352824877627561637e-03,-8.627195701717638165e-02,2.127573419081538533e-02,4.489344437408512856e-02,-1.525403244235062038e-02,0
4.708954499682112965e-02,1.737609625899434462e-01,-4.007928762139437509e-03,-1.824255824218419531e-02,-1.473518631668815394e-02,-1.151407968834995271e-01,-2.523656604583262783e-02,-5.388805741093601748e-02,0
9.121474421685699108e-02,5.512964622204463705e-02,6.782603762451229479e-02,-1.428135130097695979e-02,1.272947478929307707e-01,9.477013099254176509e-02,3.556219905898953815e-02,-1.366840308671416759e-01,0
-3.409245965636784059e-02,4.489669390046769140e-03,-7.444748914982618482e-02,-1.994641055811444130e-02,4.868305590783744002e-02,-1.573461003521453572e-01,1.945998533257406113e-02,3.368229130869362150e-03,0
-8.943632218428035352e-02,1.847015395743029087e-02,8.548346882824721382e-03,-6.061064998230202699e-02,-2.224401357317656869e-02,-2.822004816512288516e-02,-3.680058916168146149e-02,-6.521134133493167173e-02,0
3.606507617490525841e-02,3.095923288481980395e-02,-3.275636752151307035e-02,2.763656156259808230e-03,-1.885082148425358192e-02,-6.650320576861364075e-02,-4.997973072592036548e-02,-2.949595327716809587e-02,0
4.134016174874491356e-02,-2.130905585369819236e-03,2.625542770696046371e-02,4.078501839924772963e-03,-3.039705046995225257e-02,-6.158715732129863007e-02,-1.290772173400904776e-01,-4.024315790242317253e-02,0
-1.031357097893040656e-02,5.039631731281823956e-02,3.307089672224405169e-02,-1.651675516220006690e-02,-3.618881643645168594e-02,-8.381467871277155368e-02,-2.220047977857583787e-02,-1.008251712413492235e-01,0
-4.879135273139222767e-02,4.421742082732359191e-02,-2.645114321029250551e-02,-5.115251889798928808e-02,-2.964657632884727667e-02,1.387737678044571599e-01,-1.024993618250285253e-02,8.149088594855923018e-02,0
-7.082485173902895725e-02,-4.451855118689520413e-02,-3.106384918979875412e-02,4.270672923465605036e-02,-5.116904975486255558e-02,5.568420044888586912e-03,9.558635052971818646e-02,-2.073236316608019318e-03,0
1.045596746628168205e-01,6.951743666276011258e-02,5.789606259413643957e-02,-7.387146027138347115e-02,-3.912748292207363955e-03,-5.905384561868840150e-03,4.532864119934289227e-02,2.513843420192528669e-02,0
-1.337403619610532529e-02,-7.446356985336466394e-02,-2.538108813058705115e-02,1.612828017031674999e-01,3.209668524539232431e-02,-5.499281453897227750e-02,3.485286309078050593e-02,-6.678527890803413747e-02,0
-1.901613328196694735e-02,-1.215753261535440777e-01,9.513457042063189206e-02,5.594630372680205882e-02,-8.732744668992947767e-02,-1.274361301109881543e-02,-3.929231493755389742e-02,-1.378253577805561153e-02,0
3.866061468990725225e-02,1.637340161571637642e-02,7.067066783796396162e-03,-5.656664981028091538e-02,8.538467125504128896e-02,-1.270802447835185471e-02,3.325366468421687288e-02,-5.824210728075459448e-02,0
-1.461787105472804882e-01,4.445482504396433554e-02,1.332894816158521623e-01,-7.669473515076610792e-02,-6.002642647134200093e-02,5.222704956994458914e-02,5.841682097235827154e-02,7.284100335962381823e-02,0
-2.018372802995290968e-02,-5.208386467702144640e-02,-1.365399680654270087e-01,1.106933579697450126e-01,8.922505789782561028e-04,-9.764665520663183551e-02,2.398685853761090350e-02,-5.658526722062346553e-02,0
4.589727006174707490e-03,1.731337447076581118e-02,-3.836961366791598674e-03,7.268817278300368501e-02,-1.018189446762291228e-01,1.138604668847268894e-02,-8.794943423753279199e-02,-9.731395705440984379e-04,0
1.019506452192193297e-01,-1.322858005157129431e-02,-2.704317281470892606e-02,-1.077907511417006831e-01,-2.734602432968423827e-02,-4.614923119364523763e-02,-5.473827981353174277e-02,1.180603133782905621e-02,0
8.636135754490456562e-02,1.569160362485334248e-01,6.796541901733380020e-02,1.302715415685928579e-01,-4.234242136814506813e-02,-1.046674716415654099e-02,6.102157771289296040e-02,-2.725137781077396210e-02,0
-1.904979421797707226e-02,6.389066202914113479e-02,7.889101522865775429e-02,-9.228316280621344514e-02,2.542982985480689295e-02,-1.070898080124802658e-03,-1.156780145699677492e-01,2.478663590106001957e-02,0
-1.229631209980232547e-04,-6.900960843460772487e-02,5.399765209324880466e-02,-1.642635007706195333e-02,2.203629769225428064e-03,-3.419869267866478685e-02,-7.333417703948680311e-02,2.308778972402661736e-02,0
-8.512303631252247232e-03,1.098750032399939749e-02,-1.835534407335715629e-02,8.939747599820301038e-02,-1.451320201152140818e-02,1.084548758582056932e-01,-1.033207586535879741e-01,4.782846960599384384e-02,0
1.189387990650439542e-01,-1.216359170967158260e-01,-8.536263852226087800e-02,1.884049266179164267e-02,1.811214443743196234e-02,-3.294837038051739997e-02,9.002690132578089824e-03,-3.541509899346505230e-03,0
1.329461705473757582e-01,-7.736851469425324451e-03,-2.483776596867120004e-02,-6.511011613418739297e-02,-4.398159598724833176e-03,-6.876764279005273539e-02,-6.920281479243090006e-04,5.688317397596456132e-02,0
-4.825676841384648336e-02,-2.277678215289721808e-02,8.684106629885005035e-02,1.788408520032787052e-01,1.621063327299537282e-01,-4.901661473602175051e-02,1.371899080269126936e-01,2.529011104004043331e-02,0
1.646914186873376373e-01,-3.851281614530312897e-02,5.605424069011277072e-02,-1.773272481250056862e-02,7.413218838016825962e-02,6.750130532779365783e-03,4.709514774669941450e-02,3.867584789227239417e-02,0
-8.333378727617152260e-02,2.870608038921801733e-02,-6.831835749172512906e-02,9.072038099167822889e-02,9.629192349982443333e-02,1.017117500576136258e-01,1.360196587798210427e-02,3.115245466304042421e-02,0
-4.098593822979045009e-02,-7.036320748643246081e-02,-3.619896198587222585e-02,2.772978755322442340e-02,-5.527971869645164488e-02,-1.221448713760504325e-02,1.543313206953683403e-01,4.594984873848609666e-03,0
-1.877212924538302907e-01,1.102211951654774730e-01,-8.814248892765363941e-02,1.389364748903151869e-01,-1.214169104748959692e-02,1.141047880331263753e-01,-3.502581960639038205e-02,1.134082859677515848e-01,0
4.557215227345696312e-02,2.904803335870246098e-02,-1.227861332640942799e-01,1.744019368386328858e-02,7.393931243730800240e-02,-4.938017140897930229e-02,-2.437002413248481186e-02,1.178937685106186545e-01,0
-3.092323492704722107e-02,-1.243295809545910680e-02,1.812150985654218532e-02,-1.110298922179060177e-01,-1.460970713541563104e-01,-2.223015328573368227e-02,1.126042393649941478e-02,2.848642232514798575e-02,0
-9.058455084606835406e-02,-1.021490840924394600e-02,-7.326785964375057136e-02,-9.082358986505909004e-02,-1.064847350833628137e-01,-6.852005834420044073e-02,-3.798519361759535723e-02,7.603553908683897966e-02,0
4.001625703286093572e-02,7.840896844224011508e-02,1.198402076935587701e-01,-8.646667673502500540e-03,1.608919362965462174e-02,1.189112862089785755e-01,-3.076696704440381319e-02,9.627299159387063543e-02,0
-8.138224856076679836e-02,-1.066943899585222864e-02,-8.523896441719699957e-02,-2.263140673020061847e-02,-1.243176808279347276e-02,7.285234895461743798e-02,-3.535086835929054233e-02,8.210117383197118590e-02,0
-6.939498772876188937e-02,3.890221679259261989e-02,-1.513228929283635081e-02,-7.816632775341449124e-02,4.677121943850021113e-02,-7.245811665568784032e-02,-1.120040924008953998e-01,1.050466951390834347e-01,0
-1.289058628965611963e-01,-1.590377367947110876e-01,-3.817519568501497734e-02,2.530216384628346596e-02,1.622683886383569432e-02,8.039289175698820233e-02,1.306523923476664642e-02,-9.096247937871471470e-03,0
6.308469165809438284e-02,1.252863632377621828e-01,7.114028627945027938e-02,-4.033146411132176173e-02,3.032840015686504714e-02,-6.193511441385351514e-03,5.323761460457746009e-02,3.417287730113764688e-02,0
-8.063410023442134367e-02,-1.418813318519711875e-01,4.609406942322436668e-02,-1.646617314003651633e-01,-1.312596691180764608e-01,-3.554285537569061570e-02,1.230594113572399950e-01,-7.213214856606663984e-03,0
4.893437832776312280e-02,2.062564109564189990e-03,2.135690875858672205e-02,3.399606819872897506e-02,-1.285000575137326684e-02,-7.180482196090627600e-02,-6.855339229448270677e-02,1.129418471455706091e-01,0
2.842622964258592275e-02,5.519525748450969382e-02,2.961521474435449205e-02,-6.028859571350409820e-03,1.740771722352485174e-01,8.046539541862102185e-02,-3.664334777018142530e-02,1.413550863416788289e-02,0
-9.205060147554082386e-04,-3.355180036589383574e-02,4.033828179497806615e-02,9.799403600287312846e-03,-6.783484941282863501e-02,-6.904206392418983651e-02,-5.732500636282378097e-03,3.196732147972057569e-02,0
-6.227961654024884164e-02,1.028871500943426415e-01,4.064522475793031636e-02,9.132157160903436877e-02,2.977877701281124445e-02,3.033148599605467455e-02,-2.442404177431032469e-02,4.364370707534289198e-03,0
1.343253924610521011e-01,4.899336607988579589e-02,-3.342674844349722424e-02,-6.528950308238194722e-02,1.436115009293902588e-02,-2.467583609838144496e-02,9.025440207193517750e-02,-9.811609495398244951e-02,0
-4.301491377284433898e-02,6.374700844583185144e-02,1.208611976599450154e-02,6.364694185834926521e-02,-4.846923639901329350e-02,1.658045517856765114e-02,2.014485775683375057e-02,3.384976354060080517e-02,0
-9.798817737154899565e-02,5.407632592154486967e-02,4.333768436141853531e-02,-6.898384538691937351e-02,-1.935965562019607150e-02,-1.747811286061270661e-02,3.258105457739834260e-02,-1.898145106302041168e-02,0
-7.358675435630530892e-02,1.697669749123593627e-02,5.726613347357555062e-02,-1.074198656980960287e-01,6.558383076643473086e-02,-6.595976902372323314e-02,-1.890628993916751086e-02,-1.036114950426561022e-02,0
5.473397680519698216e-02,-2.795687235255115907e-02,7.364683185125314724e-02,1.405547052386720008e-01,-1.105706850148444617e-03,9.969140900560332502e-03,1.707474200927372107e-02,8.717103248821130024e-02,0
6.372053696573498627e-02,-3.603565281259320241e-02,1.086219964267320232e-01,-7.259029752147329317e-02,-1.392096363424848507e-02,6.415105085924059647e-02,-4.460167184338369867e-02,-1.414851745454472239e-02,0
-1.086440335011911312e-01,9.709507100383088507e-02,-3.701833690135560712e-02,4.696028219088885236e-02,-5.966295096680731408e-02,5.088226079746303171e-02,5.547182136982604234e-02,-2.783271692997756758e-02,0
7.242520177419514704e-02,-5.487756921728039611e-02,9.316417792251228958e-02,-4.940089257113405158e-02,1.196377541420339946e-01,3.448010037701521036e-02,5.399659103201878696e-02,-3.661394210796441867e-02,0
1.567537319769831891e-02,-1.372656566368600783e-01,2.253311856914279668e-02,-6.031172189095096448e-02,4.183136627213979164e-03,4.143079174697250622e-02,3.033523266893051878e-02,-3.466606342299638488e-02,0
-1.239708847097381744e-01,-6.361347577031527256e-02,2.043721062427215560e-02,1.403841860715354835e-02,2.668555831183238788e-02,-1.268238522567255444e-01,5.902392397978434291e-02,-1.372470146240132444e-02,0
-9.106020991552986332e-02,-8.746710837467441824e-02,1.481921155588273031e-01,1.361077047173356591e-01,-2.262889843132507781e-02,-8.468338927659992132e-02,9.233007106916122763e-04,-3.465739604941513868e-02,0
-5.400159656247972839e-02,-4.794815935653733152e-02,4.486547136619332965e-02,-1.088078294788810962e-01,-6.240092238337160285e-02,-6.839232327970459595e-03,3.566247183842737034e-02,5.537620716873408594e-02,0
2.006322100728702082e-02,-1.076907142615098761e-01,2.762344601483616643e-02,1.017826573144115926e-01,9.340011416989564552e-02,2.175569375439690561e-02,-8.445503391692604778e-02,1.141276588384041585e-01,0
9.673225261819336229e-02,2.658277779636555199e-04,1.044804046769497695e-02,1.088927412952740148e-01,7.752613758381525499e-02,-3.549972193083012623e-02,-8.764662405599965567e-02,8.853581039651894913e-02,0
4.803944749562766986e-02,-1.002321177223003817e-01,-7.470713814685932264e-02,9.555595652029998111e-02,-7.304812624578539693e-02,-7.481659919961980605e-03,3.489431561942692162e-02,7.964493335513871120e-02,0
-7.795662283134668566e-03,1.520664649753662723e-02,9.976434556193247705e-02,1.506276194430167074e-02,7.086961255663611070e-02,-6.304185791929167726e-02,4.875740587982648616e-03,2.000334004211880290e-02,0
-2.428451342269272867e-02,-1.219315391551258976e-03,-1.559142775437194761e-01,-2.433107474903038747e-02,-4.607394803443594367e-02,-3.888035144446185670e-02,-1.035588617067964290e-01,7.161054634812358960e-03,0
-4.825653886854897739e-02,4.831640315787360390e-02,-2.408279888029432256e-02,-5.190701811185291503e-02,-4.805367921545922183e-02,2.505218502917054280e-01,-8.851179259230318452e-02,-3.387202308059866079e-02,0
3.659233550557477229e-03,1.040598312857909415e-02,4.857606524895853595e-02,3.228925005056629272e-02,2.282208700798071897e-03,9.002399420837933763e-02,-1.062753877482332521e-01,9.756515205525052858e-02,0
-1.506844187150675751e-01,1.418560086846591961e-01,-5.281573310715923820e-03,5.537889564882060231e-03,-6.136297890515250708e-02,-3.852810215884083095e-02,1.570470648293614130e-02,-4.618717593586379316e-02,0
-1.191212081590898447e-02,-3.293246852641100453e-02,7.285683193738332064e-02,-1.450802346711149715e-02,-6.163250106515099497e-02,-8.563609890820450196e-03,3.541810988059875681e-02,-1.100871042319903348e-01,0
6.066682739994819912e-02,6.591668720689373984e-02,1.369520313116356358e-01,1.820594219510970196e-02,-2.437313386472855781e-02,3.904219137452473454e-02,-4.892637335664642290e-02,-1.739905159024468517e-01,0
8.377619195934662977e-02,-2.277974221019850656e-02,-1.985202512271210668e-02,6.225839003698865198e-02,-6.618486934806808164e-02,2.850227037211621600e-02,-2.026764797905056606e-02,6.202550723000726379e-02,0
-2.389000090089019035e-02,9.394539157145775921e-03,-1.740401554785010463e-01,-5.917876149501143795e-02,5.607401565491863110e-03,-7.506068077759761592e-02,-4.119628503063923336e-02,2.599192377067015974e-02,0
-9.699953886872466832e-03,-3.652019467796639024e-02,2.989422816502244201e-02,3.556666695176276261e-02,3.118785693579325877e-02,-5.404830107983603360e-02,-2.479103587401166459e-02,-1.644393997947406899e-02,0
6.670899026552178090e-02,6.690614842955995567e-02,-1.579115971774605054e-01,-3.453759997673337689e-02,1.190644403181875290e-02,-1.187763458277975720e-01,-4.639760395756678014e-03,-4.261645796224487748e-02,0
3.598517296900164558e-02,-3.348784844880572931e-02,-1.006136501199710737e-02,1.047960616213779866e-01,7.729406181693636302e-02,8.039428357408169579e-02,-9.384630194866452543e-03,-6.201640702063797306e-02,0
-3.678145161446996769e-02,1.053724011810422412e-02,-2.861368610791081846e-02,-1.768244727940299077e-02,7.205481593960375020e-02,-1.050579549127495516e-01,6.304272291474105616e-02,-4.871519012493050194e-02,0
4.959350901369209697e-02,-1.385399499226139773e-02,-1.851981649651129533e-02,-3.593883093695444259e-02,4.428624816513426071e-02,-9.579639004796740298e-03,-4.669673636288516200e-02,-3.615390256105241451e-02,0
4.235443143630707175e-02,3.586919787534077926e-03,1.483887504938018742e-01,3.736475123783648128e-02,1.129381310756217699e-01,4.502737683464727581e-02,-1.568856958823794737e-02,2.498792144824626277e-02,0
8.278147053580313386e-02,-1.125538967593237433e-01,4.655086263232004890e-03,-2.424776688063154384e-02,-6.545780478776083711e-02,2.966882316659347901e-02,9.690545616891788061e-02,-3.356668157413330439e-02,0
9.088226367199617184e-02,-1.621050413180893587e-02,-5.983033719925131416e-02,-3.651892951844591673e-02,1.274768576148662680e-01,-5.647431918367509796e-02,-3.299819514627418821e-02,2.699652661022520703e-02,0
-6.621098976966238725e-02,-1.797926726458343866e-02,-3.493432043419977817e-02,9.754540553397654523e-02,6.495798483113671140e-02,3.465927989272886423e-02,1.067670737418028731e-01,5.805611958997099740e-05,0
2.085886867570752035e-02,1.372118132980526886e-02,-7.283183902991992309e-02,-7.263963191632791250e-02,1.125123143929665503e-01,1.150248304807695160e-01,-4.557965730952901612e-02,-2.749041755165161985e-02,0
4.267389373200460717e-02,4.076957758837116558e-02,-2.150243669170318062e-02,1.765473251642716082e-02,5.471292206093183313e-02,-1.188752356120161141e-01,4.571444891744187028e-02,-5.681084173617715997e-03,0
-2.354231582768642750e-02,7.708523084318524843e-02,-4.658332225669880450e-02,1.867042313000519815e-01,-6.621239280818812245e-02,-1.346308546790888350e-01,4.611810871704901532e-02,-1.436792808096878649e-01,0
9.114469959874160754e-02,-1.054933775933705395e-03,9.981438132846658096e-02,4.526363001482359288e-02,-1.102161294537381958e-01,-3.471204516255362027e-02,5.697458214464817816e-02,-2.044799868973346674e-02,0
-9.005469910122532173e-02,1.055783894714499129e-03,-6.010653602529555939e-02,6.939162119754277436e-02,-3.191094869689097696e-02,-2.431693571167223289e-02,-5.711971078777230287e-02,5.081967598282416398e-02,0
-9.309742307418372720e-02,5.070390414529194964e-03,-5.022564020310367472e-02,-7.879219407865392308e-03,2.329749724528434041e-01,-3.602754167338166613e-02,7.019914920637010392e-02,1.862757567062383462e-02,0
1.032595958186620921e-01,5.084283054086514986e-02,-1.421293222916888456e-02,7.304948874963133887e-02,-8.301177404377527158e-02,9.799393111547914995e-03,-1.627530944734618262e-02,-1.306134921196128000e-02,0
1.675677920487417955e-02,-9.768618164419619332e-02,-1.305746347663871154e-01,-7.941654611858173229e-02,-3.127779685348276717e-02,-6.217117870168026479e-03,-2.952979171856846483e-02,-9.831260981727230411e-03,0
-4.560857569117852256e-02,2.006883350868459912e-02,9.302113915324392024e-02,-1.084114052386239528e-02,3.220056065578560944e-02,2.686239356706832462e-02,2.138887792752632716e-02,-5.868218806826425681e-03,0
-7.431556115498946791e-02,3.333736331303732703e-02,5.258770548013420171e-02,-9.281571710309843848e-02,5.258202712564771092e-02,-1.833269172258279039e-02,-1.869830265264409846e-02,-3.867284416456210488e-02,0
5.077381084370160419e-02,6.833078141652962345e-02,-1.492368142437454836e-03,-1.642779115060529621e-02,6.713576479791995288e-02,-1.039849972447619564e-01,1.809949687247308994e-02,4.187750524717587242e-02,0
7.628162075685278321e-02,7.774781727297472300e-02,5.223898150687011910e-02,-1.175725450074451874e-02,-2.800108756028480209e-02,-2.704986726129151794e-02,6.166642782510633330e-02,2.187916257298075720e-02,0
7.605993707484842541e-03,9.282822907974222493e-02,-3.848259006590685685e-05,-2.600012377161468879e-02,4.084122964662267874e-02,1.285873087459409904e-02,-3.031912472421124938e-02,2.693240582605348210e-02,1
3.814419560166345397e-02,6.165023856589505217e-04,4.732160449868107188e-02,4.815584288094000294e-04,8.336694602177265045e-03,-3.568571252749749151e-02,-6.425516721013665479e-03,-9.373968355040590561e-03,1
-8.070221095821807078e-02,7.686909928848992095e-03,9.790619672316033806e-02,9.614688583997228755e-04,-1.460896476825989006e-02,-4.850110142220152853e-02,-5.296076390597786315e-02,-6.797696224039288804e-02,1
-2.354128799038656197e-02,1.005303723279853956e-01,-1.382592050800667341e-02,-1.911385966624088925e-02,5.361037987898311513e-02,-7.036326592359903875e-02,-6.927221338470448964e-02,-7.437985338174200878e-02,1
-3.547989661762203373e-02,-3.768933417633622135e-02,3.443957703437385692e-02,-1.874869431742745909e-02,-2.351444670663349265e-02,-2.071895250643613490e-02,8.280274700630340864e-03,3.159256796520440447e-02,1
-4.056464817182051791e-02,2.664853999071544952e-02,-9.384954691153760131e-03,-9.843358866779144956e-02,-5.646245287862099171e-02,-7.373187541970423198e-02,-3.692177497291802835e-02,-4.642397478674482880e-02,1
-4.773133219866535631e-02,1.197194151745156407e-02,5.227087777023201737e-02,-3.944483001963036001e-02,3.300068273107351069e-02,-4.401458308685243098e-02,8.677490647569513146e-03,-1.177591484190784570e-02,1
4.145726679057159386e-02,7.367485387382231854e-02,2.405700562069817972e-03,-9.129802533139538823e-04,2.173724273746198768e-02,2.870194372426474599e-03,-4.552128446440852766e-02,-2.561285889157455947e-02,1
9.194971164962426058e-02,-7.363511420589198553e-02,-1.367401227298215699e-02,-2.501450099308206304e-02,-7.767404722947264528e-02,-3.779512605312390638e-02,-6.195179022157971255e-02,1.988875732592885331e-02,1
6.711547725236846618e-02,-4.250156177242693512e-02,1.424199276964851178e-02,-2.689986084656003501e-02,-3.478193406897287648e-02,2.784661753507313223e-02,4.705063373412753103e-02,4.776960361529823673e-02,1
3.901509671887378686e-03,-1.179749402642009393e-01,3.003804969063806132e-02,3.286928404638572374e-03,3.011304386374083573e-03,2.061116058382604990e-02,-3.821031855158810164e-02,-1.296656293529193163e-02,1
-5.741073231776668007e-02,-7.690484972846855193e-03,3.710094189153332472e-02,9.108519200436591620e-03,-4.931345088938981353e-02,-2.456657849264242202e-02,-1.496711281494311589e-02,5.891631719076064616e-02,1
1.637518118765061504e-03,6.606980264331815955e-02,6.101643830312544065e-02,1.274512294480824835e-02,6.904882733547494655e-02,9.049874545422685601e-03,-4.103828828994239043e-03,-6.702248040164524023e-02,1
1.399679149036737839e-02,-2.542137262691990598e-02,-7.644500297945383896e-03,-3.759198625614160140e-04,5.766316698463642976e-02,2.462064023301178267e-02,3.970347890472329666e-02,6.450784318014686491e-02,1
4.640635930003683685e-02,7.037273365029429739e-02,-8.057276674811682249e-02,7.850478237384064806e-02,9.142302640273977654e-03,2.697356844934944292e-02,3.962371365761505754e-02,4.345507802684518001e-02,1
-5.081211916140764701e-02,-1.905878386913046479e-02,8.822616609512506924e-02,-1.654826045656928105e-02,1.022772818407213444e-02,-4.031523147163818682e-02,1.614074881686617530e-02,5.996257603152534837e-02,1
-1.198906692286719720e-02,2.410051664973394785e-03,-1.606803585087658234e-02,-3.588169260149456224e-02,-3.950889101593062225e-02,-7.981282452768672514e-03,3.992008826210241557e-02,8.127886478106849388e-02,1
-3.222763068134707962e-03,-2.973504184418502769e-02,-3.897105745245104877e-03,-5.615247685864699356e-02,-2.351095617604246485e-03,-3.242598001241789318e-02,1.243764335294239229e-02,1.179233808182838811e-03,1
7.107563855463505491e-03,-5.415369494370846949e-03,6.884703176915914907e-03,-4.697028636274119817e-02,-7.283748355770762288e-03,-1.130794122360750421e-02,-3.399265635708492630e-03,3.763557312244879272e-02,1
1.894810937573977380e-02,2.088092345113574944e-02,2.226753729087377690e-02,8.891086688777288111e-03,-2.875530360446718059e-02,-2.814872446257007596e-02,-5.878772806601807038e-02,-2.798170136738528917e-03,1
3.623822416204238589e-02,-5.815752301157479237e-02,-3.863730251490223033e-02,1.945157528003915726e-02,5.577108480757368703e-02,3.501711093971064670e-02,-2.665052050621627422e-02,6.587952964020368785e-02,1
